Class,Text
5,application faculty position iitra fyi best joshi forwarded message date subject application faculty position iitra prof joshi ref withdrawal application post assistant professor contract iitra email response application assistant professor contract position iitra mauritius pleased know candidature shortlisted position unfortunately due personal reason position pursue candidature therefore hereby withdrawing please accept sincerest apology inconvenience might caused thank member committee time effort put processing application best dr makhan wrote dr makhan refer application assistant professor position iitra mauritius based fact provided committee shortlisted candidature assistant professor contract position recommended interview tentatively scheduled would soon get formal email meantime would like talk skype informal discussion discussion scheduled held 19 please indicate current affiliation address confirm whether would able appear person 24rd absentia time convenient discussion either 18 preferred indian time skype address well mobile phone number contacting look forward hearing soon prof joshi cluster coordinator iitra signal processing communication shiv dutt joshi
5,faculty position dm iitd hi sudipt sorry delay responding trying explore possibility getting associated department though explore long term permanent relationship later begin look possibility getting board visiting faculty vf vf usually year assignment institute currently visiting faculty one law harvard strategy area definitely possible u consider application case interested please let u know copy latest cv upon learning interest send term vf position marking copy dr arpan kar coordinator faculty selection mark copy well best wish kanika dr kanika bhal modi foundation professor department management study vishwakarma bhawan indian institute technology delhi hauz khas new delhi india ph sudipt roy wrote prof bhal thank mail also received reply dr arpan kar gone link opening listed relatively younger people phd programme thereabout looking position assistant professor dr kar advised include profile online channel used faculty recruitment last week done though current opening match profile would certainly interested requirement experienced faculty department management study iitd sincerely sudipt roy hi sudipt thanks interest joining department position assistant professor rolling advt iitd website www iitd ac please go website apply invite applicant first talk department let know applied online feel free get touch case dobt clarification best wish kanika dr kanika bhal modi foundation professor department management study vishwakarma bhawan indian institute technology delhi hauz khas new delhi india ph sushil wrote original message subject sudipt roy isb hyderabad date original message subject sudipt roy isb hyderabad date prof shevgaonkar director indian institute technology delhi hauz khas new delhi professor shevgaonkar introduce member marketing faculty indian school business hyderabad tech iit kgp mba iim bangalore ph olin business school washington university joining academia worked industry decade writing express strong interest faculty position department management study iit delhi conversant recruitment process iitd letter briefly describe seek guidance exploring possibility interest department stem fact located industrial business hub country part premier institute technology would give excellent opportunity interact large community business entrepreneur educator working diverse industry expect help research teaching moreover significant experience working different managerial role add value benefit industry interaction professional experience two decade divided two almost equal part first half career joined industry worked engineer sbu management consultant second half career completed ph olin business school washington university took faculty position indian school business isb isb since primary responsibility research teaching also member several committee including pgp academic committee responsible programme design approval new course training quantitative marketing detailed cv attached experienced success publishing research high quality peer reviewed journal also healthy research pipeline research interest empirically model driver purchase decision doctoral study created real life store collect data shopper including purchase plan price expectation search behaviour normally available researcher rich dataset allowed start several different research project includes paper titled price expectation purchase decision evidence online store experiment published journal customer need solution one recent paper titled social dynamic gift customer retention research collaborator shown gift giving strategically used channel customer retention empirically model impact gift giving focussing renewal five magazine assuming magazine renewal follow poisson distribution jointly modelling renewal distribution allowing negative correlation following copula route explicitly model likelihood zero renewal within zero inflated poisson framework account right censoring isb teach course business business marketing hyderabad mohali campus course offered elective student enrolment among top marketing elective approach toward course move away narrow focus machinery product service cover various kind transaction business includes marketing advisory service like business consulting business development firm act platform two sided market approach helped student understand wide scope course useful real life application including job search consequence course become one sought marketing elective isb also taught course sale channel management shall welcome opportunity teach course per institute requirement broaden portfolio cv detail academician significant industry experience confident able leverage expertise training research teaching administrative responsibility department management study look forward initiating dialogue institute thank kind sudipt roy assistant professor marketing indian school business gachibowli hyderabad india attachment updated cv link
5,application faculty position prof kushal sen kindly give suggestion regard thanks dharmaraja original message subject application faculty position date original message subject application faculty position date dr sairam kaliraj visiting scientist indian statistical institute chennai centre completed ph iit madras specialization complex analysis reference advertisement advt successfully submitted application position assistant professor contract mathematics department iit delhi online submission however name present final submitted candidate list posted iit delhi website reg happy provide relevant information regard would happy could consider application submission thank much consideration prof dharmaraja department mathematics indian institute technology delhi hauz khas new delhi india tel fax
5,interveiw presentation crdt thank much kind prompt reply humbly requesting keep round presentation well interview scheduled applied specific advertisement round hence request would please postpone presentation schedule interview round sick able present self fine health thank kind consideration best sincerely vivekanand dr vivekanand thank mail unable come 2015 pl contact u best satyawati thank much kind prompt reply unfortunately suffering high viral fever cough unable travel medicine advised rest humble request would please postpone presentation schedule interveiw till thank kind consideration best sincerely vivekanand wrote dr vivekanand receive communication regarding fixing presentation request kindly come make minute presentation crdt 23rd crdt committee room look forward seeing best satyawati referring invitation form crdt iit delhi presentation applied assistant professor position crdt reg per advertisement invited presentation centre mail crdt dr vivekanand refers application post assistant professor crdt requested kindly give presentation ~30 min crdt committee room please confirm good wish satyawati sharma centre rural development technology indian institute technology hauz khas new delhi got know interview faculty position assistant professor crdt going held high would request please make know invited although short listed invited centre presentation told crdt busy pls refer mail presentation scheduled although requested centre quite time reschedule humble request would please stop postpone interview allow presentation interview consider candidature assured given fair chance presentation pls refer mail old mail interaction crdt presentation centre follow legal route considered invited presentaion well interview even shortlisting thanks sincerely vivekanand wrote dr vivekanand nowadays busy internal external review different department iitd going say whether faculty find time presentation visit satyawati greeting norwegian university life science per previous interaction via email regarding presentation crdt asstt prof position visiting india would available presentation interview day please let know suitable date time come crdt best sincerely vivekanand wrote mam thank message inform advance plan presentation visiting india best sincerely vivekanand wrote dr vivekanand refers application post assistant professor crdt mentioned application also requested mail want give presentation interview absentia regard requested give presentation crdt whenever visit india application pending good wish crdt vivekanand phd postdoctoral researcher protein engineering proteomics group pep dept chemistry biotechnology food science norwegian university life science umb norway tel
5,importance radical research collaboration cancer cure sent subject importance radical research collaboration cancer cure gaurav bhattacharya graduate student radiation biology university oxford united kingdom inspired awe reputation institute research interest showcase would extremely delighted contribute skill knowledge towards development currently master level graduation programme department radiation oncology highly obliged could development study seminar student importance collaboration radical research technique cancer cure introduce concept radiation biology student belonging life science background physic give insight research atmosphere centre university oxford highly obliged could take discussion kind gaurav bhattacharya old road campus research building department radiation oncology biology university oxford oxford ox3 7dq
5,faculty application applied mechanic original message subject faculty application applied mechanic date prof ahmad hope well name anand srivastava post doctoral fellow university chicago please look attached cv following link learn looking faculty position india would like inform applied formally applied mechanic department iitd along meche bioscience recruitment website shall india visit interview institute would like opportunity visit iitd campus interest develops application please let know earliest faculty search committee favorable response towards application plan visit possible thanks anand
5,application faculty position iit delhi prof sen considered application forwarded suitable chemistry department thank james school biological science indian institute technology delhi phone office web web iitd ac ~jgomes desired dean faculty following mail received prof kaushik ex outstanding scientist scientist director drde program director nbc information consideration manchanda supdt original message subject application faculty position iit delhi date sent subject application faculty position iit delhi kind attention prof shevgaonkar director iit delhi prof dr kaushik ex outstanding scientist scientist director drde programme director nbc superannuated drdo superannuation spearheading nbc programme nbc defence technology still underway also involved initiating another programme cbrn phase th plan keen bring programme logical conclusion satisfaction user since programme national importance opinion continuation would highly useful going project progrmmas doubt drdo tried get extension service another two year however govt decided otherwise superannuated also active synthesis evaluation bioactive compound civil well military significance also professor chemistry mit gwalior two year teaching also passion along keeping fact mind enclosing bio data ready reference please requesting suitable position iit delhi kind kaushik prof dr kaushik ex director drde gwalior govindpuri mandir marg thatipur gwalior mp phone residence tele fax mobile link
5,visiting prof position one semester sent prof shevgaonkar subject ref visiting prof position one semester prof shevgaonkar director indian institute technology delhi hauz khas new delhi india tel fax mail director admin iitd ac prof shevgaonkar interested visiting prof possibility iit delhi building new approach open innovation name digital monozukuri visit various university india including ansal university iit itm enjoy interaction young faculty student much living palo alto ca usa since session japan digital monozukuri prof dr aynur unal simulation analysis vector control induction motor abhishek jain ansal university aynur unal sumit maitra ansal university antimdev mishra ansal university shortr design analysis electric micro vehicle tubular frame structure ichirota kanai kanagawa university naoki fujinami hun ok lim kanagawa university accepted short paper revision early detection heart disease using ann chandraveer rathore ansal university aynur unal shivaen katial antimdev mishra ansal university saurabh juneja ansal university shortr
5,faculty position original message subject faculty position date dr sharma visited website iit delhi got impression encourage nri apply visiting faculty position accordingly sent resume description position looking forward civil engineering department subsequently friendly reminder received acknowledgment sure whether receipt application enclosing resume email well presently professor engineering roger williams university bristol ri usa fulbright professor iit kanpur taught course hydraulics hydrology also rotary professor kathmandu university nepal wherein besides teaching water resource course instrumental formulating environmental program university although restriction university servicing year made arrangement university teach one semester every year fall allow offer service india remaining period university expecting plan avail semester teach one two graduate undergraduate level course hydrology water resource related discipline jointly teach course another faculty one semester iit participate sponsored research department thanking ram gupta ram gupta ph professor engineering roger williams university bristol ri
5,new faculty recruitment system part house erp development effort started looking faculty recruitment system one first module developed identified limitation existing system thought new capability included new development would like give overview planning feedback stakeholder valuable stage could schedule discussion session purpose soon possible anshul anshul kumar prof dept comp sc engg tel indian institute technology delhi fax hauz khas new delhi india
5,follow faculty application sent subject follow faculty application prof shevgaonkar writing follow application faculty position iit delhi wondering might received email couple week back look forward hearing sincerely akanksha jul akanksha bapna prof shevgaonkar name akanksha bapna writing follow application faculty position iit delhi forwarded prof cvr murthy completed ph life science worked postdoctoral scholar neuroscience university california san francisco moving gear study education policy harvard change unusual seamless bring scientific skill tackle problem social setting work done past three year india begun see convergence interest neuroscience education work towards trying understand learning process student indian education system end trying identify innovative education intervention improve student critical thinking skill conduct rigorous research understand impact solution consulting work long term goal able map learning process optimize impact intervention accelerate student learning using empirical research understand process also see unstructured data great resource understand process institution iit delhi provide ground setting collaboration understand process using data well rigorous experimental research grateful application could considered position institute look forward hearing please find attached copy cv look forward hearing sincerely akanksha bapna
5,visiting faculty guest faculty iit delhi original message subject visiting faculty guest faculty iit delhi date prof shevgaonkar director indian institute technology hauz khas new delhi introduce proud alumnus indian institute tecnology kharagpur passed student tech hons tech ph flying colour accolade institute contributed making glorious student competitive sportsman academic knowledge acquired iit helped gain professional height sport spirit learnt field iit made national level sportsman studying iit serving year indian council agricultural research sincere urge share excellence experience student iit delhi therefore request please consider detailed biodata attached mail consideration guest faculty visiting faculty position iit delhi looking forward opportunity kindself faithfully pandey
5,joining professor sen received letter extending joining date happy confirm would joining would like thank much kind help entire procedure best saptarshi
5,faculty position original message subject faculty position date sub faculty position physic department harihara venkataraman ph graduated material research centre indian institute science bangalore india post doctoral programme nagaoka university technology nagaoka japan present working faculty department physic bit pilani hyderabad campus teaching physic material science course undergraduate engineering science student carried interdisciplinary research work research area layered ferroelectric material electronic material non linear optical material glass composite laser induced crystallization glass multifarious device application worked extensively glass nanocrystal composite gncs comprising nanocrystallites rod transition metal rare earth ion doped strontium bismuth niobate lithium tetraborate glass matrix studied electrical optical property published paper peer reviewed journal mentioned research area looking suitable faculty position institution attaching updated cv mail kind consideration perusal thanking sincerely hari harihara venkataraman
5,application faculty position chemistry dept original message subject application faculty position chemistry dept date prof shevgaonkar please allow introduce uttam manna assistant scientist university wisconsin madison usa keen desire get faculty position chemistry department indian institute technology delhi research proposal based organic polymer material inspired nature particularly anti wetting property superhydrophobic superoleophobic liquid infused slippery surface happy kindly give rare opportunity carry research work institute attached curriculum vitae list publication list referee research proposal mail filled application online please let know want know anything thank best uttam manna assistant scientist lynn lab chemical biological engineering university wisconsin madison usa
5,interview call post assistant professor original message subject interview call post assistant professor deptt management study held date many thanks invitation feel privileged getting invitation however confirmed acceptance another institute already made career switch accordingly able make interview point apologize inconvenience thank providing opportunity thanks warm safal batra wrote please see enclosed letter chauhan dy registrar
5,application faculty position dr ayush goyal ph original message subject application faculty position dr ayush goyal ph computer science university oxford date prof dr gupta name ayush goyal ph university oxford post doctorate tulane university usa king college london uk would like apply faculty position dept computer science iit delhi please find attached resume cv education graduated bachelor science electrical engineering boise state university boise idaho usa internship micron technology inc hewlett packard started master got admission fully funded stipendiary phd program university oxford hence ph computer science university oxford oxford webpage recipient prestigious university oxford clarendon scholarship clarendon webpage phd thesis entitled vasculature reconstruction 3d cryomicrotome image available online oxford research archive education high school bachelor degree master ph usa uk experience experience research teaching course computer science computer engineering electrical engineering biomedical engineering post doctoral research experience department biomedical engineering king college london department computer science tulane university new orleans research experience guiding ph student dissertation master student thesis bachelor student final year project experience teaching guiding research working assistant associate professor level training prestigious year fully funded stipendiary clarendon scholarship done phd university oxford computer science field image processing primary phd supervisor prof dr nic smith professor computational physiology university oxford became biomedical engineering king college london dean engineering faculty engineering university auckland second phd supervisor prof dr vicente grau associate professor medical image analysis institute biomedical engineering ibme director centre doctoral training healthcare innovation university oxford collaborator prof dr jos spaan emeritus professor medical physic university amsterdam provided u medical image data ph examiner prof dr michael brady professor information engineering university oxford prior professor information engineering massachusetts institute technology mit one prof brady student mit prof dr john canny recognized worldwide development canny edge detector filter research experience interest image processing research interest field image processing bioinformatics biomedical engineering oxford phd research area image processing 3d computational reconstruction coronary vasculature post doctoral research king college london cardiac mri image processing reconstruction patient specific computational model coronary artery left right ventricle evaluation patient heart using clinical parameter ejection fraction stroke volume end systolic end diastolic volume post doctoral research tulane university protein design bioinformatics using computational modeling protein minimizing energy optimizing protein sequence application hiv protease inhibitor drug delivery targeted cancer cell one biomedical research project past year field medical image processing applied automatic detection mycobacterium tuberculosis ziehl neelsen stained sputum smear patient designing stand alone independent portable minilab bacilliscope screening tuberculosis stained sputum urine blood smear patient another medical image processing research also working automatic segmentation endo epi cardia left right ventricle myocardium cardiac mri image motivation research quantifying clinical parameter ejection fraction left ventricle myocardium mass stroke volume systolic volume diastolic volume order ass patient heart disease one latest medical image processing research work segmentation extraction reconstruction computational model aneurysm stenosis occlusion mri ct image computational fluid dynamic based blood flow simulation computational model vascular anomaly prediction stroke patient coronary cerebral vasculature latest medical image processing research automatic detection disease pattern recognition dried blood microdrop stain using support vector machine learning algorithm trained detect difference dried blood stain pattern normal diseased individual believe research experience abroad serve prestigious institution iit delhi faculty computer science department humbly request provide appointment earliest discus person sincere dr ayush goyal ph university oxford
5,itm university request meeting discus faculty recruitment given date process confirmed also sent circular phd student register want use process last week best anishya original message sent subject itm university request meeting discus faculty recruitment original message subject itm university request meeting discus faculty recruitment date prof kushal sen greeting behalf itm university would like express desire attract recruiting ph student iit delhi faculty position also filled job notification form registered official iit placement portal advised m anishya madan office iit along vice chancellor prof panwar visiting iit around would like meet discus matter would pleasure agree meeting enable u recruitment process giving wide publicity among phd student wish recruit ph student associate professor hand salary offer approx one lakh per month along various facility like cashless mediclaim self pf benefit flexible timing gratuity earned leave sabbatical leave special casual leave day care child transportation huda metro station etc detail shared candidate required looking forward acknowledgement confirmation detail visit www itmindia edu warm deepika deputy manager hr itm university disclaimer mail intended solely person organization addressed contain privileged restricted confidential information exclusive use addressee intended recipient prohibited copying disclosing distributing mail content harmful take action received mail mistake please delete inform sender mail immediately recipient acknowledges itm university gurgaon unable exercise control ensure guarantee integrity content information contained mail transmission acknowledges view expressed message individual sender binding nature message shall implied assumed unless sender expressly due authority itm university gurgaon disclaimer mail intended solely person organization addressed contain privileged restricted confidential information exclusive use addressee intended recipient prohibited copying disclosing distributing mail content harmful take action received mail mistake please delete inform sender mail immediately recipient acknowledges itm university gurgaon unable exercise control ensure guarantee integrity content information contained mail transmission acknowledges view expressed message individual sender binding nature message shall implied assumed unless sender expressly due authority itm university gurgaon link
5,reference letter dr rajesh kumar pgrpdibkaxi9imx0cii ifbyb2yuiefudxjhzybtagfybwespc9kaxy pgrpdibjbgfzcz0iz21hawxfzgvmyxvsdcigc3r5 pgjypjwvzgl2pjxkaxygy2xh b250lxnpemu6c21hbgw7y29sb3i6izy3ngvhnyi v2l0acbizxn0ihjlz2fyzhm8l2rpdj48zgl2 imdtywlsx2v4dhjhij48ynigy2xlyxi9imfsbci pgrpdj48zgl2ignsyxnzpsjnbwfpbf9zawdu cmlmo2nvbg9yonjnyig1mswwlduxksi phnwyw4gc3r5bgu9imnvbg9yonjnyig1 zii pgi rhiu pgigc3r5bgu9imzvbnqtc2l6ztpzbwfs ysxzyw5zlxnlcmlmo2zvbnqtc2l6ztpzbwfsbci wqbjbmrpyw4gsw5zdgl0dxrlig9mifrly2hu b2xvz3kgrgvsagk8l3nwyw4 pgigc3r5bgu9imnvbg9yonjnyig2mswx ysxzyw5zlxnlcmlmo2zvbnqtc2l6ztpzbwfsbci wqbozxcgrgvsagk8l3nwyw4 pgigc3r5bgu9 wqaxmtagmde2pc9z bci wqb8 lxnlcmlmo2zvbnqtc2l6ztpzbwfsbci ztpzbwfsbci dc1myw1pbhk6yxjpywwsc2fucy1zzxjpzii pgzvbnqgy29sb3i9iimzzdg1yzyiigzhy2u9inrh ag9tyswgc2fucy1zzxjpzii chjha2fzac88l2e wqa8 yj58wqa8l2i pc9k axy pc9kaxy pc9kaxy pc9kaxy pc9kaxy cjxicj48zgl2ignsyxnzpsjnbwfpbf9xdw90zsi cii ihdyb3rl amf5ifbyywthc2gspgjypgo8yni cnrozsbpbml0awfsihbo axrklmfjlmlupc9hpi48yni dgvhy2hpbmc8yni agugzwfybhkgcmvjcnvpdhmgaw4gysbuzxc8yni cnjlc2vhcmnoigzvy3vzzwqgzwr1y2f0aw9u dmvyesbzag9ydcbwzxjpb2qupgjypgo8yni ckjlc3qgcmvnyxjkcyw8yni cjxicj4kuhjvzi4g qsbnyxvyaxrpdxm8yni cjxicj4kpgjypgo8yni cjxicj4kpc9ibg9ja3f1b3rlpjwvzgl2pjwv
5,interview call inspire faculty original message subject interview call inspire faculty date would like thank much email invitation interview however present living campus purdue university usa completing postdoctoral research assignment really difficult arrange trip india short notice therefore would like request kindly arrange skype interview available skype preferred time skype fatimabb2 already requested skype interview hod prof saha told phone could possibly arranged mean time trying arrange letter recommendation support application due date interview kindly acknowledge email let know skype interview arranged information required really appreciate time effort arranging interview looking forward join iit delhi soon thanks fatima dr fatima ray herrick laboratory russell st west lafayette contact wrote pl find enclosed interview letter inspire faculty award itmmec chauhan dy registrar chauhan joint registrar indian institute technology delhi hauz khas new delhi india tel
5,regarding selection process respected given presentation position assistant professor civil engg iit delhi please tell status candidature please find email received prof jain thanking sincerely dr prajakta aher ph centre study resource engineering iit bombay powai mumbai india mob pl correspond dean faculty iitdelhi sent everything dean faculty jain professor civil engineering department iit delhi hauz khas new delhi phone
5,faculty position prof kale continuation email yesterday please find attached noc institute application request kindly acknowledge receipt cv noc kindly also let know expect hear next step best dr avinash agarwal fsae fasme poonam prabhu goyal endowed chair professor department mechanical engineering indian institute technology kanpur kanpur india home page www iitk ac erl tel re fax dr avinash kumar agarwal wrote prof kale avinash kumar agarwal professor mechanical engineering iit kanpur joined iit kanpur since working area ic engine alumnus iit delhi master doctoral study iit delhi would like apply faculty position department mechanical engineering iit delhi cv attached kind consideration working area internal combustion engine fuel believe provide strength iit delhi area help department strengthen tie automotive industry area expertise although resume attached herewith would still like point highlight cv ready reference international journal publication phd graduated completed graduate year two next year student faculty iit system already tech graduated sponsored project total outlay crore many project industry national international several award including fellow asme sae keen hear thing work available join early next year later part year depending conclusion responsibility iitk look forward hear best dr avinash agarwal fsae fasme poonam prabhu goyal endowed chair professor department mechanical engineering indian institute technology kanpur kanpur india home page www iitk ac erl tel re fax
5,reference letter dr anuj kumar post assistant original message subject reference letter dr anuj kumar post assistant professor electrical engineering department date continuation application dr anuj kumar post assistant professor iitra mauritius sending recommendation letter please find enclosed best sumer singh assistant professor iddc iit delhi hauz khas new delhi
5,iitra mauritius interview tomorrow skype dr rajiv ramdhany expected appear interview absentia tomorrow 23rd please expect skype call around ist think would uk prof balakrishnan
5,application associate professor position civil original message subject application associate professor position civil engineering iit delhi date prof kshitij gupta wondering received following email regarding interest join associate professor civil engineering iit delhi sent get resend please acknowledge email looking forward hearing earliest convenience warm sincerely pijush te prof kshitij gupta wish express interest join associate professor civil engineering iit delhi working professor director centre disaster mitigation management vit university finished phd department civil engineering geotechnical earthquake engineering indian institute science bangalore published book journal paper book chapter conference paper per google scholar citation index per scopus citation index guided two ph student several project student currently five doctoral student working phd degree also two year postdoc experience {one year university pittsburgh usa one year tampere university technology finland selected editorial board member several international journal well fellow member international congress disaster management earth science india selected ig saradar resham singh award editor international journal geomatics geosciences selected iit roorkee shamsher prakash research award attached full cv email believe academic experience premier research institute india par best international standard moreover requirement particular job seem dovetailed expertise request consider application favorable light confident return excellent dividend given opportunity part exciting challenging job esteemed institute looking forward reply close lot respect thanks advance sincerely pijush samui
5,iimba faculty position opening application deadline original message subject iimba faculty position opening application deadline victor chen date victor chen friend institute international management iimba national cheng kung university looking great candidate fill faculty opening institute offer master ph degree english curriculum successful candidate must demonstrate good research record potential well teaching capability ncku appointed ministry education taiwan one two comprehensive university become top ranked world institute multi culture environment student come country currently alumnus distributed world detailed information please see attached file welcome distribute email colleague friend sincerely victor jengchung victor chen ph professor director institute international management national cheng kung university university road tainan city taiwan tel 2757575ext 53551 tel 2757575ext 53551 20or 2053561
5,application post research associate adv original message subject application post research associate adv iitd ird date respected please accept application position research associate project advertised iit delhi adv iitd ird successfully defended doctoral research work department chemistry university delhi involved teaching along research university delhi diverse training organic synthesis designing developing methodology chemical modification carbon nanostructures including study non covalent interaction application synthesized nanocomposites biopolymers graphene fullerene using weak interaction dissertation research involved modification carbon based material observed impact newly formed material field catalysis photophysical property uv vi fluorescence cyclic voltammetry assessed efficiency thus formed heterogeneous metal free catalyst others data suggests graphene based catalyst cheap environment friendly green got exposure analyze material using nmr raman powder xrd sem tem technique got experience synthesis various symmetrical unsymmetrical porphyrin benzoporphyrins including expanded porphyrin supramolecular chemistry solution phase along interest research also passion teaching mentored three undergraduate laboratory bench supervised three summer trainee role research scholar university delhi also worked planning committee several symposium teaching lady irwin college delhi university mind would good addition organization thank consideration look forward speaking soon kindly find attached cv sincerely dr sweta mishra sc ph organic chemistry delhi university mob atul vyas deputy registrar director office indian institute technology delhi hauz khas new delhi india pin
5,reference dr anuj kumar faculty position iitra original message subject reference dr anuj kumar faculty position iitra mauritius date reference dr anuj kumar dated prof suneet tuli cluster coordinator iitra mauritius iit delhi prof suneet tuli thank kind request opinion suitability dr anuj kumar faculty member iitra mauritius glad know shortlisted known anuj phd student nearly nine year joined instrument design development centre iit delhi research scholar joint supervision prof sud anuj good academic record completed master degree national institute technology kurukshetra india completed phd year research scholar found dynamic sincere independent hard working person innovative bent mind research topic ph thesis indoor environment monitoring system application developed low cost energy efficient portable indoor environment monitoring system iems based ieee1451 standard applied monitor indoor air pollutant gas environment parameter using electrochemical sensor also investigated problem missing data collecting data real time addressed problem thermal comfort showed possibility developing predict mean vote pmv value based thermal comfort sensor presently working post doctoral fellow university pretoria hatfield campus south africa past two year prior worked research associate iddc iit delhi six month submission phd thesis thirty six publication smart sensor journal conference credit authored book intelligent environment monitoring system anuj quiet unassuming person good interpersonal skill dextrous highly motivated towards research field smart sensor given opportunity able make meaningful contribution willing teacher teaching skill excellent helped conduct course microprocessor application manufacturing stay iit delhi based assured competence skill suitability pursue career teaching research fully capable carrying research independently strongly recommend faculty position iitra mauritius good moral character best knowledge wish success life case clarification information required kindly feel free contact undersigned best singh associate professor retd idd centre iit delhi mail mob present address chinar block cosmos green alwar bypass road bhiwadi
5,request sampa saha joining centre polymer science original message subject request sampa saha joining centre polymer science engg cpse asstt prof date dr shevgaonkar first thank much giving opportunity join iit delhi asstt prof cpse happy receive offer already accepted would like start work sorry delay one child undergo minor surgery singapore looking forward make positive contribution student iit delhi term teaching well research one request relocating directly singapore delhi would highly beneficial get one initial temporary apartment guest house get apartment inside iit premise waiting hear thanks sampa saha
5,interview call post assistant professor original message subject interview call post assistant professor deptt mathematics date mr basak thank much help cooperation contact later needed call within day best abhijit dr abhijit interview post asstt prof deptt mathematics due administrative reason interview hereby postponed scheduled detail programme interview per reschedule intimated due course basak mr basak thank much selecting interview much interested appear interview currently visiting japan three month till single entry visa make fresh visa come back humble request question possible take interview skype convenient need go delhi possible shift interview need appear interview stay delhi day possible get guest house day travel cost supported iit perhaps finally selected original certificate home photo copy however urgent bring post interview please let know waiting kind reply thank much best abhijit wrote please find attached basak dy registrar abhijit mandal visiting scientist indian statistical institute kolkata india home basak dy registrar abhijit mandal visiting scientist indian statistical institute kolkata india home basak dy registrar
5,associating iit faculty original message subject associating iit faculty date prof gupta always great pleasure meet thankful could take time interact ec iitdaa inaugurating new office recently met alumnus iitdaa dr ak goel worked field energy efficiency industry year director pcra ministry petroleum natural gas also accredited energy auditor one amongst india superannuated executive director indian oil corporation ltd director engineering college bio data attached considering continuing faculty shortage willingness associate experienced alumnus teaching thought would suitable phd could test case search alumnus kindly see utilize service benefit iitd best himangshu vaish himangshu vaish managing director instapower ltd chairman paniit alumnus india past president iit delhi alumnus association president chamber industry udyog vihar gurgaon image logo instapower ltd organization corporate office udyog vihar phase gurgaon haryana india toll free image image savetree please print mail unless really need save paper environment disclaimer mail message including attachment sole use addressee addressee sent contain information non public proprietary privileged confidential legally protected intended recipient received message error authorized copy distribute otherwise use message attachment please notify sender immediately return mail permanently delete message attachment recipient recipient check mail attachment presence virus instapower limited make warranty mail virus free accepts liability damage caused virus transmitted mail communication information purpose instapower limited accept responsibility liability arising use mail representation made information presented accurate current complete information time subject change without notice
5,iit faculty interview original message subject iit faculty interview date original message subject iit faculty interview date dr saswata thanks email good hear appear person selection committee sending booking room faculty guest house best wish thyagarajan prof thyagarajan cc prof ravi soni tried change flight booking finally succeeded therefore appear interview person iit delhi felt always better appear interview person skype stay india one week leave berlin immediate finishing interview delhi really nice arrange accommodation faculty guest house shall reach around 30pm leave extremely sorry inconvenience caused nice confirm receipt email best saswata department physic wrote saswata since leaving berlin tomorrow appear interview skype purpose please provide following immediately skype mobile number contacted please logged skype indian standard time receive call skype director office interview best wish thyagarajan prof thyagarajan per suggestion prof ravi soni currently station sending email received formal email iit mr basak interview faculty position iit scheduled attached letter perusal since expecting interview likely held per prof soni last email communication booked return ticket berlin tomorrow late night actually aware could right home town kolkata preparing departure berlin tomorrow view unless extend stay india impossible attend interview physically contrary since flight tomorrow hour quite expensive cancel change return flight stage view could possible conduct interview skype could fine send original document fax instead submission original please advise shall proceed accordingly intimated detail already mr basak immediate receiving formal letter heard anything best saswata needle mention sincerely looking forward appear interview position dr saswata bhattacharya theory department fritz haber institute max planck society faradayweg berlin dahlem germany phone fax thyagarajan professor physic department indian institute technology delhi hauz khas new delhi india phone work secretary direct fax dr saswata bhattacharya theory department fritz haber institute max planck society faradayweg berlin dahlem germany phone fax thyagarajan professor physic department indian institute technology delhi hauz khas new delhi india phone work secretary direct fax thyagarajan professor physic department indian institute technology delhi hauz khas new delhi india phone work secretary direct fax basak dy registrar
5,interview call post assistant professor original message subject interview call post assistant professor electrical department date sub enquiry attending interview online highly thankful could reply earlier enquiry regarding attending assistant professor interview online skype waiting reply earliest thanking advance sincerely dr sujith raman researcher solid state electronics angstrom laboratory uppsala university box se uppsala sweden ph skype sujithraman2 thank much invitation since working sweden would highly appreciated could kindly allow attend interview via skype video conferencing thanking advance sincerely dr sujith raman researcher solid state electronics angstrom laboratory uppsala university box se uppsala sweden ph skype sujithraman2 invitation letter enclosed chauhan dy registrar chauhan joint registrar indian institute technology delhi hauz khas new delhi india tel
5,attach cv original message subject attach cv date replybody blockquote email quote border left 2px solid #267fdb margin 8ex padding left 1ex blockquote replybody replybody replybody min height 1em #020101 arial helvetica sans serif 13px line height 890625px min height 1em director min height 1em iit delhi min height 1em min height 1em min height 1em min height 1em pleased write dr ramesh sharma ph degree bhu experimental laser physic postdoctoral work iit kanpur mississippi state university usa university california san diego usa area laser spectroscopy nonlinear optic laser induced plasma laser technology laser based nanotechnology min height 1em min height 1em worked research faculty university leeds university manchester united kingdom worked several place visiting scientist min height 1em min height 1em presently working lastec drdo group scientist much interested work iit dept physic min height 1em please consider application professor position min height 1em min height 1em please give opportunity work iitd min height 1em min height 1em enclosing herewith update cv min height 1em min height 1em strong please ask behalf padam bhushan dr saraswat drdo delhi strong min height 1em strong strong min height 1em warm min height 1em ramesh min height 1em min height 1em min height 1em min height 1em min height 1em min height 1em #020101 arial helvetica sans serif 13px line height 890625px blockquote email quote border left 2px solid #267fdb margin 8ex padding left 1ex blockquote
